town,id,latitude,longitude,meteo
Mont Saint-Michel,263784127,48.6359541,-1.511459954959514,"             Date_Heure  Température  Humidité  Pression       Description  \
0   2025-03-16 09:00:00         1.88        83      1020        few clouds   
1   2025-03-16 12:00:00         5.48        71      1020  scattered clouds   
2   2025-03-16 15:00:00         7.50        68      1020   overcast clouds   
3   2025-03-16 18:00:00         6.47        73      1021   overcast clouds   
4   2025-03-16 21:00:00         6.20        74      1023   overcast clouds   
5   2025-03-17 00:00:00         4.40        80      1023   overcast clouds   
6   2025-03-17 03:00:00         1.86        88      1023        few clouds   
7   2025-03-17 06:00:00         0.97        90      1023        few clouds   
8   2025-03-17 09:00:00         6.08        70      1024  scattered clouds   
9   2025-03-17 12:00:00        10.40        61      1022  scattered clouds   
10  2025-03-17 15:00:00        10.43        66      1021   overcast clouds   
11  2025-03-17 18:00:00         7.89        72      1021   overcast clouds   
12  2025-03-17 21:00:00         4.32        82      1021        few clouds   
13  2025-03-18 00:00:00         3.88        82      1020         clear sky   
14  2025-03-18 03:00:00         3.26        86      1019         clear sky   
15  2025-03-18 06:00:00         2.47        88      1018         clear sky   
16  2025-03-18 09:00:00         6.92        65      1019        few clouds   
17  2025-03-18 12:00:00        11.02        59      1018        few clouds   
18  2025-03-18 15:00:00        12.21        63      1017     broken clouds   
19  2025-03-18 18:00:00         9.03        81      1017  scattered clouds   
20  2025-03-18 21:00:00         6.63        85      1018   overcast clouds   
21  2025-03-19 00:00:00         6.54        85      1017   overcast clouds   
22  2025-03-19 03:00:00         6.10        92      1017     broken clouds   
23  2025-03-19 06:00:00         5.80        92      1017     broken clouds   
24  2025-03-19 09:00:00         9.44        81      1018   overcast clouds   
25  2025-03-19 12:00:00        13.51        75      1017   overcast clouds   
26  2025-03-19 15:00:00        13.90        75      1016   overcast clouds   
27  2025-03-19 18:00:00        11.39        86      1016   overcast clouds   
28  2025-03-19 21:00:00        11.40        82      1016     broken clouds   
29  2025-03-20 00:00:00        10.18        85      1015     broken clouds   
30  2025-03-20 03:00:00         8.17        93      1015         clear sky   
31  2025-03-20 06:00:00         7.46        93      1014         clear sky   
32  2025-03-20 09:00:00        11.77        80      1014     broken clouds   
33  2025-03-20 12:00:00        14.80        72      1011     broken clouds   
34  2025-03-20 15:00:00        16.01        69      1009   overcast clouds   
35  2025-03-20 18:00:00        13.16        82      1006        light rain   
36  2025-03-20 21:00:00        12.10        94      1004     moderate rain   
37  2025-03-21 00:00:00        12.66        88      1002        light rain   
38  2025-03-21 03:00:00        12.01        89      1002        light rain   
39  2025-03-21 06:00:00        10.18        95      1002     broken clouds   

          Jour  
0   2025-03-16  
1   2025-03-16  
2   2025-03-16  
3   2025-03-16  
4   2025-03-16  
5   2025-03-17  
6   2025-03-17  
7   2025-03-17  
8   2025-03-17  
9   2025-03-17  
10  2025-03-17  
11  2025-03-17  
12  2025-03-17  
13  2025-03-18  
14  2025-03-18  
15  2025-03-18  
16  2025-03-18  
17  2025-03-18  
18  2025-03-18  
19  2025-03-18  
20  2025-03-18  
21  2025-03-19  
22  2025-03-19  
23  2025-03-19  
24  2025-03-19  
25  2025-03-19  
26  2025-03-19  
27  2025-03-19  
28  2025-03-19  
29  2025-03-20  
30  2025-03-20  
31  2025-03-20  
32  2025-03-20  
33  2025-03-20  
34  2025-03-20  
35  2025-03-20  
36  2025-03-20  
37  2025-03-21  
38  2025-03-21  
39  2025-03-21  "
St. Malo,347645523,49.314695,-96.9538228,"             Date_Heure  Température  Humidité  Pression       Description  \
0   2025-03-16 09:00:00       -10.06        77      1013        few clouds   
1   2025-03-16 12:00:00       -10.66        85      1013        few clouds   
2   2025-03-16 15:00:00        -9.53        75      1015  scattered clouds   
3   2025-03-16 18:00:00        -7.07        59      1015     broken clouds   
4   2025-03-16 21:00:00        -5.35        55      1013   overcast clouds   
5   2025-03-17 00:00:00        -6.36        85      1013        light snow   
6   2025-03-17 03:00:00        -6.30        84      1014   overcast clouds   
7   2025-03-17 06:00:00        -6.55        85      1013   overcast clouds   
8   2025-03-17 09:00:00        -6.39        87      1012        light snow   
9   2025-03-17 12:00:00        -6.60        88      1011   overcast clouds   
10  2025-03-17 15:00:00        -5.46        79      1010   overcast clouds   
11  2025-03-17 18:00:00        -3.15        69      1011   overcast clouds   
12  2025-03-17 21:00:00        -0.51        57      1010   overcast clouds   
13  2025-03-18 00:00:00        -1.45        63      1012   overcast clouds   
14  2025-03-18 03:00:00        -3.22        75      1013   overcast clouds   
15  2025-03-18 06:00:00        -3.76        78      1013   overcast clouds   
16  2025-03-18 09:00:00        -4.41        93      1013        light snow   
17  2025-03-18 12:00:00        -4.70        96      1014        light snow   
18  2025-03-18 15:00:00        -3.55        87      1014        light snow   
19  2025-03-18 18:00:00        -1.12        78      1015   overcast clouds   
20  2025-03-18 21:00:00         0.41        68      1015   overcast clouds   
21  2025-03-19 00:00:00        -0.78        72      1016   overcast clouds   
22  2025-03-19 03:00:00        -2.60        78      1019   overcast clouds   
23  2025-03-19 06:00:00        -3.92        85      1020   overcast clouds   
24  2025-03-19 09:00:00        -4.88        88      1020        few clouds   
25  2025-03-19 12:00:00        -5.53        94      1021        few clouds   
26  2025-03-19 15:00:00        -3.50        77      1022  scattered clouds   
27  2025-03-19 18:00:00        -0.89        63      1020  scattered clouds   
28  2025-03-19 21:00:00         0.56        51      1019   overcast clouds   
29  2025-03-20 00:00:00        -0.93        60      1019     broken clouds   
30  2025-03-20 03:00:00        -2.56        79      1018        few clouds   
31  2025-03-20 06:00:00        -3.46        89      1017        few clouds   
32  2025-03-20 09:00:00        -4.17        92      1016         clear sky   
33  2025-03-20 12:00:00        -4.83        89      1015         clear sky   
34  2025-03-20 15:00:00        -2.30        70      1015  scattered clouds   
35  2025-03-20 18:00:00         2.27        54      1012  scattered clouds   
36  2025-03-20 21:00:00         4.58        45      1010   overcast clouds   
37  2025-03-21 00:00:00         2.02        61      1010   overcast clouds   
38  2025-03-21 03:00:00        -1.01        81      1012   overcast clouds   
39  2025-03-21 06:00:00        -3.02        57      1013   overcast clouds   

          Jour  
0   2025-03-16  
1   2025-03-16  
2   2025-03-16  
3   2025-03-16  
4   2025-03-16  
5   2025-03-17  
6   2025-03-17  
7   2025-03-17  
8   2025-03-17  
9   2025-03-17  
10  2025-03-17  
11  2025-03-17  
12  2025-03-17  
13  2025-03-18  
14  2025-03-18  
15  2025-03-18  
16  2025-03-18  
17  2025-03-18  
18  2025-03-18  
19  2025-03-18  
20  2025-03-18  
21  2025-03-19  
22  2025-03-19  
23  2025-03-19  
24  2025-03-19  
25  2025-03-19  
26  2025-03-19  
27  2025-03-19  
28  2025-03-19  
29  2025-03-20  
30  2025-03-20  
31  2025-03-20  
32  2025-03-20  
33  2025-03-20  
34  2025-03-20  
35  2025-03-20  
36  2025-03-20  
37  2025-03-21  
38  2025-03-21  
39  2025-03-21  "
Bayeux,262975271,49.2764624,-0.7024738,"             Date_Heure  Température  Humidité  Pression       Description  \
0   2025-03-16 09:00:00         5.38        74      1020     broken clouds   
1   2025-03-16 12:00:00         6.35        71      1021     broken clouds   
2   2025-03-16 15:00:00         6.97        72      1021   overcast clouds   
3   2025-03-16 18:00:00         6.22        74      1022   overcast clouds   
4   2025-03-16 21:00:00         6.28        71      1024   overcast clouds   
5   2025-03-17 00:00:00         5.43        72      1024   overcast clouds   
6   2025-03-17 03:00:00         2.70        80      1024   overcast clouds   
7   2025-03-17 06:00:00         1.31        84      1024  scattered clouds   
8   2025-03-17 09:00:00         5.50        68      1025         clear sky   
9   2025-03-17 12:00:00         8.79        62      1024         clear sky   
10  2025-03-17 15:00:00         9.78        65      1022        few clouds   
11  2025-03-17 18:00:00         6.58        83      1022        few clouds   
12  2025-03-17 21:00:00         4.54        84      1022         clear sky   
13  2025-03-18 00:00:00         3.09        91      1021         clear sky   
14  2025-03-18 03:00:00         2.14        88      1021         clear sky   
15  2025-03-18 06:00:00         0.81        91      1020         clear sky   
16  2025-03-18 09:00:00         5.11        72      1020         clear sky   
17  2025-03-18 12:00:00         9.54        58      1019        few clouds   
18  2025-03-18 15:00:00        10.89        59      1018   overcast clouds   
19  2025-03-18 18:00:00         7.48        79      1018   overcast clouds   
20  2025-03-18 21:00:00         5.55        85      1019         clear sky   
21  2025-03-19 00:00:00         4.96        86      1018         clear sky   
22  2025-03-19 03:00:00         5.11        86      1018     broken clouds   
23  2025-03-19 06:00:00         5.05        91      1018     broken clouds   
24  2025-03-19 09:00:00        10.41        77      1019   overcast clouds   
25  2025-03-19 12:00:00        13.32        70      1018   overcast clouds   
26  2025-03-19 15:00:00        14.11        69      1017   overcast clouds   
27  2025-03-19 18:00:00        11.21        81      1017   overcast clouds   
28  2025-03-19 21:00:00        10.40        82      1018   overcast clouds   
29  2025-03-20 00:00:00         9.97        81      1016   overcast clouds   
30  2025-03-20 03:00:00         9.53        83      1016   overcast clouds   
31  2025-03-20 06:00:00         9.11        87      1015   overcast clouds   
32  2025-03-20 09:00:00        12.10        80      1015  scattered clouds   
33  2025-03-20 12:00:00        14.94        70      1013     broken clouds   
34  2025-03-20 15:00:00        15.47        69      1010   overcast clouds   
35  2025-03-20 18:00:00        13.30        79      1008   overcast clouds   
36  2025-03-20 21:00:00        11.96        86      1006        light rain   
37  2025-03-21 00:00:00        12.01        93      1004        light rain   
38  2025-03-21 03:00:00        11.67        91      1004   overcast clouds   
39  2025-03-21 06:00:00        10.13        95      1004   overcast clouds   

          Jour  
0   2025-03-16  
1   2025-03-16  
2   2025-03-16  
3   2025-03-16  
4   2025-03-16  
5   2025-03-17  
6   2025-03-17  
7   2025-03-17  
8   2025-03-17  
9   2025-03-17  
10  2025-03-17  
11  2025-03-17  
12  2025-03-17  
13  2025-03-18  
14  2025-03-18  
15  2025-03-18  
16  2025-03-18  
17  2025-03-18  
18  2025-03-18  
19  2025-03-18  
20  2025-03-18  
21  2025-03-19  
22  2025-03-19  
23  2025-03-19  
24  2025-03-19  
25  2025-03-19  
26  2025-03-19  
27  2025-03-19  
28  2025-03-19  
29  2025-03-20  
30  2025-03-20  
31  2025-03-20  
32  2025-03-20  
33  2025-03-20  
34  2025-03-20  
35  2025-03-20  
36  2025-03-20  
37  2025-03-21  
38  2025-03-21  
39  2025-03-21  "
Le Havre,89704449,49.4938975,0.1079732,"             Date_Heure  Température  Humidité  Pression       Description  \
0   2025-03-16 09:00:00         4.19        81      1020         clear sky   
1   2025-03-16 12:00:00         6.29        71      1021        few clouds   
2   2025-03-16 15:00:00         7.67        67      1021   overcast clouds   
3   2025-03-16 18:00:00         7.09        70      1022   overcast clouds   
4   2025-03-16 21:00:00         5.61        70      1024     broken clouds   
5   2025-03-17 00:00:00         4.59        70      1024  scattered clouds   
6   2025-03-17 03:00:00         3.77        73      1024         clear sky   
7   2025-03-17 06:00:00         3.37        75      1024         clear sky   
8   2025-03-17 09:00:00         5.89        65      1025         clear sky   
9   2025-03-17 12:00:00         9.37        59      1024         clear sky   
10  2025-03-17 15:00:00        10.42        56      1023         clear sky   
11  2025-03-17 18:00:00         9.12        65      1023         clear sky   
12  2025-03-17 21:00:00         6.15        80      1023         clear sky   
13  2025-03-18 00:00:00         5.75        78      1022         clear sky   
14  2025-03-18 03:00:00         4.37        77      1021         clear sky   
15  2025-03-18 06:00:00         3.38        79      1021         clear sky   
16  2025-03-18 09:00:00         4.91        66      1021         clear sky   
17  2025-03-18 12:00:00         8.84        55      1020         clear sky   
18  2025-03-18 15:00:00        10.49        58      1019        few clouds   
19  2025-03-18 18:00:00         9.78        68      1019     broken clouds   
20  2025-03-18 21:00:00         8.00        77      1019   overcast clouds   
21  2025-03-19 00:00:00         7.08        79      1019     broken clouds   
22  2025-03-19 03:00:00         6.73        79      1019        few clouds   
23  2025-03-19 06:00:00         6.60        86      1019        few clouds   
24  2025-03-19 09:00:00         9.41        78      1019   overcast clouds   
25  2025-03-19 12:00:00        12.07        72      1019   overcast clouds   
26  2025-03-19 15:00:00        12.02        74      1018   overcast clouds   
27  2025-03-19 18:00:00        10.97        78      1018   overcast clouds   
28  2025-03-19 21:00:00         9.12        83      1019        few clouds   
29  2025-03-20 00:00:00         9.53        82      1017     broken clouds   
30  2025-03-20 03:00:00         9.68        81      1016   overcast clouds   
31  2025-03-20 06:00:00         9.56        86      1016   overcast clouds   
32  2025-03-20 09:00:00        10.27        86      1016   overcast clouds   
33  2025-03-20 12:00:00        13.36        70      1013     broken clouds   
34  2025-03-20 15:00:00        14.22        68      1011   overcast clouds   
35  2025-03-20 18:00:00        13.13        75      1009   overcast clouds   
36  2025-03-20 21:00:00        12.80        77      1006   overcast clouds   
37  2025-03-21 00:00:00        11.64        89      1005        light rain   
38  2025-03-21 03:00:00        11.20        88      1005        light rain   
39  2025-03-21 06:00:00        10.83        90      1004   overcast clouds   

          Jour  
0   2025-03-16  
1   2025-03-16  
2   2025-03-16  
3   2025-03-16  
4   2025-03-16  
5   2025-03-17  
6   2025-03-17  
7   2025-03-17  
8   2025-03-17  
9   2025-03-17  
10  2025-03-17  
11  2025-03-17  
12  2025-03-17  
13  2025-03-18  
14  2025-03-18  
15  2025-03-18  
16  2025-03-18  
17  2025-03-18  
18  2025-03-18  
19  2025-03-18  
20  2025-03-18  
21  2025-03-19  
22  2025-03-19  
23  2025-03-19  
24  2025-03-19  
25  2025-03-19  
26  2025-03-19  
27  2025-03-19  
28  2025-03-19  
29  2025-03-20  
30  2025-03-20  
31  2025-03-20  
32  2025-03-20  
33  2025-03-20  
34  2025-03-20  
35  2025-03-20  
36  2025-03-20  
37  2025-03-21  
38  2025-03-21  
39  2025-03-21  "
Rouen,90829492,49.4404591,1.0939658,"             Date_Heure  Température  Humidité  Pression       Description  \
0   2025-03-16 09:00:00         3.33        78      1020  scattered clouds   
1   2025-03-16 12:00:00         6.76        66      1020  scattered clouds   
2   2025-03-16 15:00:00         8.91        57      1020     broken clouds   
3   2025-03-16 18:00:00         7.40        64      1022   overcast clouds   
4   2025-03-16 21:00:00         3.28        77      1024     broken clouds   
5   2025-03-17 00:00:00         2.45        75      1024  scattered clouds   
6   2025-03-17 03:00:00         1.31        82      1024         clear sky   
7   2025-03-17 06:00:00         0.68        87      1025         clear sky   
8   2025-03-17 09:00:00         6.36        66      1025         clear sky   
9   2025-03-17 12:00:00        10.12        55      1024         clear sky   
10  2025-03-17 15:00:00        10.91        51      1023         clear sky   
11  2025-03-17 18:00:00         6.81        73      1023         clear sky   
12  2025-03-17 21:00:00         4.58        85      1024         clear sky   
13  2025-03-18 00:00:00         3.83        79      1023         clear sky   
14  2025-03-18 03:00:00         2.49        81      1022         clear sky   
15  2025-03-18 06:00:00         0.36        83      1022         clear sky   
16  2025-03-18 09:00:00         4.83        62      1022         clear sky   
17  2025-03-18 12:00:00         9.51        51      1020         clear sky   
18  2025-03-18 15:00:00        11.74        52      1019         clear sky   
19  2025-03-18 18:00:00         8.13        72      1019        few clouds   
20  2025-03-18 21:00:00         6.46        80      1020   overcast clouds   
21  2025-03-19 00:00:00         5.41        85      1020   overcast clouds   
22  2025-03-19 03:00:00         4.98        87      1020  scattered clouds   
23  2025-03-19 06:00:00         4.51        90      1020        few clouds   
24  2025-03-19 09:00:00        10.44        74      1020     broken clouds   
25  2025-03-19 12:00:00        13.89        62      1020     broken clouds   
26  2025-03-19 15:00:00        12.87        69      1019   overcast clouds   
27  2025-03-19 18:00:00        10.87        76      1019   overcast clouds   
28  2025-03-19 21:00:00         8.75        82      1019   overcast clouds   
29  2025-03-20 00:00:00        10.05        74      1018   overcast clouds   
30  2025-03-20 03:00:00         9.85        79      1017   overcast clouds   
31  2025-03-20 06:00:00         9.32        89      1017   overcast clouds   
32  2025-03-20 09:00:00        10.78        82      1016   overcast clouds   
33  2025-03-20 12:00:00        15.88        62      1014     broken clouds   
34  2025-03-20 15:00:00        16.35        60      1011   overcast clouds   
35  2025-03-20 18:00:00        13.50        76      1009   overcast clouds   
36  2025-03-20 21:00:00        12.92        82      1008        light rain   
37  2025-03-21 00:00:00        11.86        90      1007        light rain   
38  2025-03-21 03:00:00        12.10        85      1006        light rain   
39  2025-03-21 06:00:00        11.68        87      1005   overcast clouds   

          Jour  
0   2025-03-16  
1   2025-03-16  
2   2025-03-16  
3   2025-03-16  
4   2025-03-16  
5   2025-03-17  
6   2025-03-17  
7   2025-03-17  
8   2025-03-17  
9   2025-03-17  
10  2025-03-17  
11  2025-03-17  
12  2025-03-17  
13  2025-03-18  
14  2025-03-18  
15  2025-03-18  
16  2025-03-18  
17  2025-03-18  
18  2025-03-18  
19  2025-03-18  
20  2025-03-18  
21  2025-03-19  
22  2025-03-19  
23  2025-03-19  
24  2025-03-19  
25  2025-03-19  
26  2025-03-19  
27  2025-03-19  
28  2025-03-19  
29  2025-03-20  
30  2025-03-20  
31  2025-03-20  
32  2025-03-20  
33  2025-03-20  
34  2025-03-20  
35  2025-03-20  
36  2025-03-20  
37  2025-03-21  
38  2025-03-21  
39  2025-03-21  "
Paris,89081766,48.8588897,2.3200410217200766,"             Date_Heure  Température  Humidité  Pression       Description  \
0   2025-03-16 09:00:00         4.40        73      1018   overcast clouds   
1   2025-03-16 12:00:00         7.04        60      1019   overcast clouds   
2   2025-03-16 15:00:00        10.18        46      1019   overcast clouds   
3   2025-03-16 18:00:00         9.07        56      1020   overcast clouds   
4   2025-03-16 21:00:00         7.35        65      1022     broken clouds   
5   2025-03-17 00:00:00         5.70        66      1023     broken clouds   
6   2025-03-17 03:00:00         4.42        68      1023  scattered clouds   
7   2025-03-17 06:00:00         3.43        67      1024        few clouds   
8   2025-03-17 09:00:00         6.42        51      1025         clear sky   
9   2025-03-17 12:00:00        10.88        41      1024         clear sky   
10  2025-03-17 15:00:00        12.17        38      1023         clear sky   
11  2025-03-17 18:00:00        10.46        48      1023         clear sky   
12  2025-03-17 21:00:00         7.64        58      1023         clear sky   
13  2025-03-18 00:00:00         5.74        62      1023         clear sky   
14  2025-03-18 03:00:00         4.18        64      1022         clear sky   
15  2025-03-18 06:00:00         2.84        62      1022         clear sky   
16  2025-03-18 09:00:00         5.62        49      1022         clear sky   
17  2025-03-18 12:00:00        10.61        46      1020         clear sky   
18  2025-03-18 15:00:00        13.85        43      1019         clear sky   
19  2025-03-18 18:00:00        12.25        52      1019         clear sky   
20  2025-03-18 21:00:00         9.85        66      1020  scattered clouds   
21  2025-03-19 00:00:00         8.98        68      1020     broken clouds   
22  2025-03-19 03:00:00         9.06        70      1020   overcast clouds   
23  2025-03-19 06:00:00         8.71        73      1020   overcast clouds   
24  2025-03-19 09:00:00        10.57        58      1021     broken clouds   
25  2025-03-19 12:00:00        13.23        50      1021   overcast clouds   
26  2025-03-19 15:00:00        15.23        47      1019   overcast clouds   
27  2025-03-19 18:00:00        13.61        55      1019   overcast clouds   
28  2025-03-19 21:00:00        12.57        63      1019   overcast clouds   
29  2025-03-20 00:00:00        11.44        75      1019   overcast clouds   
30  2025-03-20 03:00:00         9.49        82      1018     broken clouds   
31  2025-03-20 06:00:00         9.66        79      1017     broken clouds   
32  2025-03-20 09:00:00        12.34        65      1017   overcast clouds   
33  2025-03-20 12:00:00        16.35        52      1015   overcast clouds   
34  2025-03-20 15:00:00        18.00        48      1012   overcast clouds   
35  2025-03-20 18:00:00        16.52        62      1009   overcast clouds   
36  2025-03-20 21:00:00        14.80        69      1009   overcast clouds   
37  2025-03-21 00:00:00        14.66        62      1007   overcast clouds   
38  2025-03-21 03:00:00        14.37        64      1006   overcast clouds   
39  2025-03-21 06:00:00        13.20        69      1006   overcast clouds   

          Jour  
0   2025-03-16  
1   2025-03-16  
2   2025-03-16  
3   2025-03-16  
4   2025-03-16  
5   2025-03-17  
6   2025-03-17  
7   2025-03-17  
8   2025-03-17  
9   2025-03-17  
10  2025-03-17  
11  2025-03-17  
12  2025-03-17  
13  2025-03-18  
14  2025-03-18  
15  2025-03-18  
16  2025-03-18  
17  2025-03-18  
18  2025-03-18  
19  2025-03-18  
20  2025-03-18  
21  2025-03-19  
22  2025-03-19  
23  2025-03-19  
24  2025-03-19  
25  2025-03-19  
26  2025-03-19  
27  2025-03-19  
28  2025-03-19  
29  2025-03-20  
30  2025-03-20  
31  2025-03-20  
32  2025-03-20  
33  2025-03-20  
34  2025-03-20  
35  2025-03-20  
36  2025-03-20  
37  2025-03-21  
38  2025-03-21  
39  2025-03-21  "
Amiens,89811884,49.8941708,2.2956951,"             Date_Heure  Température  Humidité  Pression       Description  \
0   2025-03-16 09:00:00         1.64        84      1020  scattered clouds   
1   2025-03-16 12:00:00         5.72        69      1021        few clouds   
2   2025-03-16 15:00:00         9.51        53      1021  scattered clouds   
3   2025-03-16 18:00:00         5.69        69      1022  scattered clouds   
4   2025-03-16 21:00:00         2.84        75      1024         clear sky   
5   2025-03-17 00:00:00         1.58        87      1025         clear sky   
6   2025-03-17 03:00:00         0.75        91      1025         clear sky   
7   2025-03-17 06:00:00         0.12        93      1025         clear sky   
8   2025-03-17 09:00:00         5.69        74      1026         clear sky   
9   2025-03-17 12:00:00         9.47        61      1025         clear sky   
10  2025-03-17 15:00:00        10.15        59      1024  scattered clouds   
11  2025-03-17 18:00:00         6.27        74      1024  scattered clouds   
12  2025-03-17 21:00:00         3.96        81      1025         clear sky   
13  2025-03-18 00:00:00         3.06        77      1025         clear sky   
14  2025-03-18 03:00:00         1.59        74      1024         clear sky   
15  2025-03-18 06:00:00         0.37        73      1023         clear sky   
16  2025-03-18 09:00:00         4.64        52      1023         clear sky   
17  2025-03-18 12:00:00         9.10        46      1022         clear sky   
18  2025-03-18 15:00:00        11.08        44      1020         clear sky   
19  2025-03-18 18:00:00         6.89        67      1020         clear sky   
20  2025-03-18 21:00:00         4.86        79      1021         clear sky   
21  2025-03-19 00:00:00         4.06        86      1021         clear sky   
22  2025-03-19 03:00:00         4.36        89      1020     broken clouds   
23  2025-03-19 06:00:00         4.97        89      1020     broken clouds   
24  2025-03-19 09:00:00        10.21        75      1021     broken clouds   
25  2025-03-19 12:00:00        14.42        56      1020     broken clouds   
26  2025-03-19 15:00:00        15.20        54      1019     broken clouds   
27  2025-03-19 18:00:00        11.88        71      1019     broken clouds   
28  2025-03-19 21:00:00        11.20        73      1020   overcast clouds   
29  2025-03-20 00:00:00        10.90        78      1019   overcast clouds   
30  2025-03-20 03:00:00         9.94        87      1018   overcast clouds   
31  2025-03-20 06:00:00         9.26        88      1018   overcast clouds   
32  2025-03-20 09:00:00        10.19        84      1018   overcast clouds   
33  2025-03-20 12:00:00        15.65        62      1015     broken clouds   
34  2025-03-20 15:00:00        16.86        58      1013     broken clouds   
35  2025-03-20 18:00:00        12.64        80      1011     broken clouds   
36  2025-03-20 21:00:00        12.31        83      1010   overcast clouds   
37  2025-03-21 00:00:00        12.66        81      1008   overcast clouds   
38  2025-03-21 03:00:00        12.19        82      1007        light rain   
39  2025-03-21 06:00:00        11.36        90      1006        light rain   

          Jour  
0   2025-03-16  
1   2025-03-16  
2   2025-03-16  
3   2025-03-16  
4   2025-03-16  
5   2025-03-17  
6   2025-03-17  
7   2025-03-17  
8   2025-03-17  
9   2025-03-17  
10  2025-03-17  
11  2025-03-17  
12  2025-03-17  
13  2025-03-18  
14  2025-03-18  
15  2025-03-18  
16  2025-03-18  
17  2025-03-18  
18  2025-03-18  
19  2025-03-18  
20  2025-03-18  
21  2025-03-19  
22  2025-03-19  
23  2025-03-19  
24  2025-03-19  
25  2025-03-19  
26  2025-03-19  
27  2025-03-19  
28  2025-03-19  
29  2025-03-20  
30  2025-03-20  
31  2025-03-20  
32  2025-03-20  
33  2025-03-20  
34  2025-03-20  
35  2025-03-20  
36  2025-03-20  
37  2025-03-21  
38  2025-03-21  
39  2025-03-21  "
Lille,92956259,50.6365654,3.0635282,"             Date_Heure  Température  Humidité  Pression       Description  \
0   2025-03-16 09:00:00         2.50        72      1021         clear sky   
1   2025-03-16 12:00:00         6.08        60      1022         clear sky   
2   2025-03-16 15:00:00         9.24        47      1022         clear sky   
3   2025-03-16 18:00:00         5.88        55      1023         clear sky   
4   2025-03-16 21:00:00         3.78        79      1025         clear sky   
5   2025-03-17 00:00:00         2.84        86      1025         clear sky   
6   2025-03-17 03:00:00         2.21        89      1025         clear sky   
7   2025-03-17 06:00:00         2.19        94      1026         clear sky   
8   2025-03-17 09:00:00         4.64        81      1027   overcast clouds   
9   2025-03-17 12:00:00         6.32        67      1027   overcast clouds   
10  2025-03-17 15:00:00         7.71        59      1026     broken clouds   
11  2025-03-17 18:00:00         6.28        62      1026  scattered clouds   
12  2025-03-17 21:00:00         4.58        67      1027         clear sky   
13  2025-03-18 00:00:00         2.78        71      1026         clear sky   
14  2025-03-18 03:00:00         1.33        63      1026         clear sky   
15  2025-03-18 06:00:00         0.61        63      1025         clear sky   
16  2025-03-18 09:00:00         4.98        44      1025         clear sky   
17  2025-03-18 12:00:00        10.35        33      1023         clear sky   
18  2025-03-18 15:00:00        12.61        31      1021         clear sky   
19  2025-03-18 18:00:00         8.27        52      1022         clear sky   
20  2025-03-18 21:00:00         5.67        60      1022         clear sky   
21  2025-03-19 00:00:00         4.34        64      1021         clear sky   
22  2025-03-19 03:00:00         3.68        79      1021         clear sky   
23  2025-03-19 06:00:00         3.46        89      1021         clear sky   
24  2025-03-19 09:00:00         8.79        70      1022     broken clouds   
25  2025-03-19 12:00:00        14.28        53      1021     broken clouds   
26  2025-03-19 15:00:00        15.41        49      1020  scattered clouds   
27  2025-03-19 18:00:00        11.85        66      1020  scattered clouds   
28  2025-03-19 21:00:00        11.65        71      1020     broken clouds   
29  2025-03-20 00:00:00        10.64        76      1020   overcast clouds   
30  2025-03-20 03:00:00        10.18        79      1019   overcast clouds   
31  2025-03-20 06:00:00         9.51        84      1018   overcast clouds   
32  2025-03-20 09:00:00        10.88        81      1018   overcast clouds   
33  2025-03-20 12:00:00        15.18        60      1016   overcast clouds   
34  2025-03-20 15:00:00        17.07        53      1014  scattered clouds   
35  2025-03-20 18:00:00        13.03        75      1013     broken clouds   
36  2025-03-20 21:00:00        11.38        75      1012   overcast clouds   
37  2025-03-21 00:00:00        10.87        81      1010   overcast clouds   
38  2025-03-21 03:00:00        11.64        85      1008        light rain   
39  2025-03-21 06:00:00        11.43        80      1008   overcast clouds   

          Jour  
0   2025-03-16  
1   2025-03-16  
2   2025-03-16  
3   2025-03-16  
4   2025-03-16  
5   2025-03-17  
6   2025-03-17  
7   2025-03-17  
8   2025-03-17  
9   2025-03-17  
10  2025-03-17  
11  2025-03-17  
12  2025-03-17  
13  2025-03-18  
14  2025-03-18  
15  2025-03-18  
16  2025-03-18  
17  2025-03-18  
18  2025-03-18  
19  2025-03-18  
20  2025-03-18  
21  2025-03-19  
22  2025-03-19  
23  2025-03-19  
24  2025-03-19  
25  2025-03-19  
26  2025-03-19  
27  2025-03-19  
28  2025-03-19  
29  2025-03-20  
30  2025-03-20  
31  2025-03-20  
32  2025-03-20  
33  2025-03-20  
34  2025-03-20  
35  2025-03-20  
36  2025-03-20  
37  2025-03-21  
38  2025-03-21  
39  2025-03-21  "
